년도	학기	조직	개설학과(전공)	강좌코드	과목코드	과목명	이수학년	이수구분	분반	학점	수강인원	시간표	강의실	강사명	직급	시수	소속학과	수업구분	수강가능인원	권장학부
2018	2학기	대학	교양과정부	59950205003	02050	창업가 정신	1	교선	03	2		목7,8	R310-0	고재현	조교수	2	광고영상미디어학과	이론	35	광고영상미디어학과
2018	2학기	대학	교양과정부	59950205004	02050	창업가 정신	1	교선	04	2		목7,8	R116-0	송영선	조교수	2	신소재화학공학과	이론	35	광고영상미디어학과
2018	2학기	대학	교양과정부	59950205005	02050	창업가 정신	1	교선	05	2		목7,8	R413-0	김연행	조교수	2	경영학과	이론	35	사회복지학과
2018	2학기	대학	교양과정부	59950205006	02050	창업가 정신	1	교선	06	2		목7,8	N325-0	손정원	조교수	2	정보통신소프트웨어학과	이론	35	사회복지학과
2018	2학기	대학	교양과정부	59950205007	02050	창업가 정신	1	교선	07	2		목7,8	R304-0	한양우	조교수	2	경찰행정학과	이론	50	경찰행정학과
2018	2학기	대학	교양과정부	59950205008	02050	창업가 정신	1	교선	08	2		목7,8	R209-0	박용석	조교수	2	뷰티헬스학과	이론	40	뷰티헬스학과
2018	2학기	대학	교양과정부	59950205009	02050	창업가 정신	1	교선	09	2		목7,8	C301-0	김현호	조교수	2	토목공학과	이론	40	토목공학과
2018	2학기	대학	교양과정부	59950205010	02050	창업가 정신	1	교선	10	2		목7,8	C403-0	이동희	조교수	2	전기전자공학과	이론	40	전기전자공학과
2018	2학기	대학	교양과정부	59950205011	02050	창업가 정신	1	교선	11	2		목7,8	R303-0	서용윤	조교수	2	메카트로닉스공학과	이론	40	전기전자공학과
2018	2학기	대학	교양과정부	59950210101	02101	교양실무영어	0	교선	01	2	4	월2,3	R201-0	유정임	시간강사	2	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950210201	02102	중급영어회화	0	교선	01	2	1	목6,7	R201-0	코디	조교수	2	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950255401	02554	테크노경영학	0	교선	01	2		금3,4	R305-0	한양우	조교수	2	경찰행정학과	이론	40	
2018	2학기	대학	교양과정부	59950255402	02554	테크노경영학	0	교선	02	2	2	수6,7	C403-0	민정기	조교수	2	관광경영학과	이론	40	
2018	2학기	대학	교양과정부	59950261201	02612	창의적 발상과 문제해결	0	교선	01	3	1	월1,2,3	R116-0	김장원	조교수	3	교양과정부	복합	50	
2018	2학기	대학	교양과정부	59950264701	02647	취업세미나(2)	4	교선	01	2	4	목7,8	R102-0	이기용	조교수	2	경찰행정학과	이론	40	
2018	2학기	대학	교양과정부	59950265301	02653	PH-영어회화(2)	1	교필	01	1		목8,9	R307-0	로버트	조교수	2	교양과정부	이론	20	
2018	2학기	대학	교양과정부	59950265501	02655	PH-문화와 인성	1	교필	01	2		월2,3	R307-0	박준열	석좌교수	2	교양과정부	이론	20	
2018	2학기	대학	교양과정부	59950265701	02657	PH-영어회화(4)	2	교선	01	1		목8,9	R308-0	안토니	조교수	2	교양과정부	이론	20	
2018	2학기	대학	교양과정부	59950265901	02659	PH-영어회화(5)	3	교선	01	2		목8,9	R306-0	알버트	조교수	2	교양과정부	이론	20	
2018	2학기	대학	교양과정부	59950268101	02681	옛이야기와 현대문화	0	교선	01	2	9	목6,7	R407-0	박선경	조교수	2	교양과정부	이론	50	
2018	2학기	대학	교양과정부	59950268401	02684	스크린잉글리쉬	0	교선	01	2	11	월2,3	R306-0	이양숙	시간강사	2	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950268901	02689	커리어개발	4	교선	01	2	11	수6,7	R209-0	박병옥	조교수	2	정보통신소프트웨어학과	이론	80	
2018	2학기	대학	교양과정부	59950281901	02819	결혼과 가정	0	교선	01	3	48	월1,2,3	R503-0	신현승	시간강사	3	교양과정부	이론	80	
2018	2학기	대학	교양과정부	59950282101	02821	경제의 이해	0	교선	01	3	40	목1,2,3	R303-0	김양권	조교수	3	경영학과	이론	40	
2018	2학기	대학	교양과정부	59950287501	02875	실용중국어	0	교선	01	3	14	화2,3,4	R102-0	조문수	시간강사	3	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950288401	02884	영어토론	0	교선	01	2	3	목6,7	R307-0	로버트	조교수	2	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950288701	02887	윤리와 인성	0	교선	01	2	5	금2,3	R209-0	신성열	시간강사	2	교양과정부	이론	80	
2018	2학기	대학	교양과정부	59950288702	02887	윤리와 인성	0	교선	02	2	15	금5,6	R209-0	신성열	시간강사	2	교양과정부	이론	80	
2018	2학기	대학	교양과정부	59950289101	02891	자기경제관리	0	교선	01	3	12	목1,2,3	R503-0	강홍원	조교수	3	전기전자공학과	이론	40	
2018	2학기	대학	교양과정부	59950289102	02891	자기경제관리	0	교선	02	3	36	목1,2,3	C403-0	유재인	조교수	3	전기전자공학과	이론	40	
2018	2학기	대학	교양과정부	59950290401	02904	철학과 비판적사고	0	교선	01	3	2	월2,3,4	R304-0	신성열	시간강사	3	교양과정부	이론	80	
2018	2학기	대학	교양과정부	59950290402	02904	철학과 비판적사고	0	교선	02	3	8	월6,7,8	R304-0	신성열	시간강사	3	교양과정부	이론	80	
2018	2학기	대학	교양과정부	59950297301	02973	공학과 사회환경	0	교선	01	2		금1,2	C401-0	이덕수	부교수	2	산업경영공학과	이론	40	
2018	2학기	대학	교양과정부	59950297302	02973	공학과 사회환경	0	교선	02	2		금3,4	C401-0	이덕수	부교수	2	산업경영공학과	이론	40	
2018	2학기	대학	교양과정부	59950297501	02975	북한의 이해	0	교선	01	3	29	화1,2,3	C403-0	이성원	초빙교수	3	경영학과	이론	50	
2018	2학기	대학	교양과정부	59950297502	02975	북한의 이해	0	교선	02	3	28	화5,6,7	R308-0	조영서	시간강사	3	교양과정부	이론	50	
2018	2학기	대학	교양과정부	59950297601	02976	발상과 스토리텔링	0	교선	01	2	1	월5,6	R103-0	정태섭	초빙교수	2	교양과정부	이론	50	
2018	2학기	대학	교양과정부	59950307701	03077	건강과 체육	0	교선	01	2	11	월5,6,7	N325-0	장호중	조교수	3	사회체육학과	복합	40	
2018	2학기	대학	교양과정부	59950307702	03077	건강과 체육	0	교선	02	2	9	화5,6,7	N325-0	장호중	조교수	3	사회체육학과	복합	40	
2018	2학기	대학	교양과정부	59950308301	03083	대학영어(3)	2	교필	01	1	2	수7,8	R303-0	조은아	시간강사	2	교양과정부	이론	30	경영학과
2018	2학기	대학	교양과정부	59950308302	03083	대학영어(3)	2	교필	02	1	2	수7,8	R304-0	조준희	시간강사	2	교양과정부	이론	30	경영학과
2018	2학기	대학	교양과정부	59950308303	03083	대학영어(3)	2	교필	03	1	1	수7,8	R309-0	윤미순	시간강사	2	교양과정부	이론	25	관광경영학과
2018	2학기	대학	교양과정부	59950308304	03083	대학영어(3)	2	교필	04	1		수7,8	R310-0	이송이	시간강사	2	교양과정부	이론	25	관광경영학과
2018	2학기	대학	교양과정부	59950308305	03083	대학영어(3)	2	교필	05	1	1	수7,8	R503-0	이제원	시간강사	2	교양과정부	이론	35	무역통상학과
2018	2학기	대학	교양과정부	59950308306	03083	대학영어(3)	2	교필	06	1	1	월7,8	R310-0	박현숙	조교수	2	교양과정부	이론	35	광고영상미디어학과
2018	2학기	대학	교양과정부	59950308307	03083	대학영어(3)	2	교필	07	1		월7,8	R312-0	이제원	시간강사	2	교양과정부	이론	35	광고영상미디어학과
2018	2학기	대학	교양과정부	59950308308	03083	대학영어(3)	2	교필	08	1		화5,6	R310-0	박현숙	조교수	2	교양과정부	이론	35	사회복지학과
2018	2학기	대학	교양과정부	59950308309	03083	대학영어(3)	2	교필	09	1		화5,6	R311-0	신소나	조교수	2	교양과정부	이론	35	사회복지학과
2018	2학기	대학	교양과정부	59950308310	03083	대학영어(3)	2	교필	10	1		화2,3	R310-0	박현숙	조교수	2	교양과정부	이론	25	경찰행정학과
2018	2학기	대학	교양과정부	59950308311	03083	대학영어(3)	2	교필	11	1	3	화2,3	R311-0	신소나	조교수	2	교양과정부	이론	25	경찰행정학과
2018	2학기	대학	교양과정부	59950308312	03083	대학영어(3)	2	교필	12	1		수5,6	R312-0	이영애	조교수	2	교양과정부	이론	35	뷰티헬스학과
2018	2학기	대학	교양과정부	59950308313	03083	대학영어(3)	2	교필	13	1		수7,8	R312-0	이영애	조교수	2	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950308401	03084	사고와표현: 말하기와 듣기	1	교필	01	2		화6,7	R116-0	김장원	조교수	2	교양과정부	이론	35	기계자동차공학부
2018	2학기	대학	교양과정부	59950308402	03084	사고와표현: 말하기와 듣기	1	교필	02	2		화6,7	R309-0	윤혜영	조교수	2	교양과정부	이론	35	기계자동차공학부
2018	2학기	대학	교양과정부	59950308403	03084	사고와표현: 말하기와 듣기	1	교필	03	2		화6,7	R407-0	박선경	조교수	2	교양과정부	이론	35	기계자동차공학부
2018	2학기	대학	교양과정부	59950308404	03084	사고와표현: 말하기와 듣기	1	교필	04	2		화6,7	R103-0	지영서	조교수	2	광고영상미디어학과	이론	35	기계자동차공학부
2018	2학기	대학	교양과정부	59950308405	03084	사고와표현: 말하기와 듣기	1	교필	05	2		월5,6	R116-0	김장원	조교수	2	교양과정부	이론	32	건축학과
2018	2학기	대학	교양과정부	59950308406	03084	사고와표현: 말하기와 듣기	1	교필	06	2		월5,6	R407-0	박선경	조교수	2	교양과정부	이론	32	건축학과
2018	2학기	대학	교양과정부	59950308407	03084	사고와표현: 말하기와 듣기	1	교필	07	2		화1,2	R407-0	김종호	시간강사	2	교양과정부	이론	40	토목공학과
2018	2학기	대학	교양과정부	59950308408	03084	사고와표현: 말하기와 듣기	1	교필	08	2		월7,8	R116-0	김장원	조교수	2	교양과정부	이론	25	신소재화학공학과
2018	2학기	대학	교양과정부	59950308409	03084	사고와표현: 말하기와 듣기	1	교필	09	2		월7,8	R309-0	윤혜영	조교수	2	교양과정부	이론	25	신소재화학공학과
2018	2학기	대학	교양과정부	59950308410	03084	사고와표현: 말하기와 듣기	1	교필	10	2		월7,8	R407-0	박선경	조교수	2	교양과정부	이론	30	메카트로닉스공학과
2018	2학기	대학	교양과정부	59950308411	03084	사고와표현: 말하기와 듣기	1	교필	11	2		목3,4	R309-0	윤혜영	조교수	2	교양과정부	이론	40	전기전자공학과
2018	2학기	대학	교양과정부	59950308412	03084	사고와표현: 말하기와 듣기	1	교필	12	2		목3,4	R407-0	박선경	조교수	2	교양과정부	이론	40	전기전자공학과
2018	2학기	대학	교양과정부	59950308413	03084	사고와표현: 말하기와 듣기	1	교필	13	2		수2,3	R407-0	박선경	조교수	2	교양과정부	이론	30	정보통신소프트웨어학과
2018	2학기	대학	교양과정부	59950308414	03084	사고와표현: 말하기와 듣기	1	교필	14	2		수2,3	R116-0	김장원	조교수	2	교양과정부	이론	30	정보통신소프트웨어학과
2018	2학기	대학	교양과정부	59950308415	03084	사고와표현: 말하기와 듣기	1	교필	15	2		월5,6	R309-0	윤혜영	조교수	2	교양과정부	이론	35	컴퓨터공학과
2018	2학기	대학	교양과정부	59950308501	03085	사고와표현: 쓰기와 읽기	1	교필	01	2		화3,4	R116-0	김장원	조교수	2	교양과정부	이론	30	경영학과
2018	2학기	대학	교양과정부	59950308502	03085	사고와표현: 쓰기와 읽기	1	교필	02	2		화3,4	R309-0	윤혜영	조교수	2	교양과정부	이론	30	경영학과
2018	2학기	대학	교양과정부	59950308503	03085	사고와표현: 쓰기와 읽기	1	교필	03	2		화3,4	R407-0	박선경	조교수	2	교양과정부	이론	30	경영학과
2018	2학기	대학	교양과정부	59950308504	03085	사고와표현: 쓰기와 읽기	1	교필	04	2		수5,6	R407-0	박선경	조교수	2	교양과정부	이론	25	관광경영학과
2018	2학기	대학	교양과정부	59950308505	03085	사고와표현: 쓰기와 읽기	1	교필	05	2		수5,6	R201-0	정태섭	초빙교수	2	교양과정부	이론	25	관광경영학과
2018	2학기	대학	교양과정부	59950308506	03085	사고와표현: 쓰기와 읽기	1	교필	06	2		금2,3	R309-0	윤혜영	조교수	2	교양과정부	이론	40	무역통상학과
2018	2학기	대학	교양과정부	59950308507	03085	사고와표현: 쓰기와 읽기	1	교필	07	2		화1,2	R116-0	김장원	조교수	2	교양과정부	이론	35	광고영상미디어학과
2018	2학기	대학	교양과정부	59950308508	03085	사고와표현: 쓰기와 읽기	1	교필	08	2		화1,2	R309-0	윤혜영	조교수	2	교양과정부	이론	35	광고영상미디어학과
2018	2학기	대학	교양과정부	59950308509	03085	사고와표현: 쓰기와 읽기	1	교필	09	2		목1,2	R116-0	김장원	조교수	2	교양과정부	이론	35	사회복지학과
2018	2학기	대학	교양과정부	59950308510	03085	사고와표현: 쓰기와 읽기	1	교필	10	2		목1,2	R309-0	윤혜영	조교수	2	교양과정부	이론	35	사회복지학과
2018	2학기	대학	교양과정부	59950308511	03085	사고와표현: 쓰기와 읽기	1	교필	11	2		화8,9	R407-0	박선경	조교수	2	교양과정부	이론	30	경찰행정학과
2018	2학기	대학	교양과정부	59950308512	03085	사고와표현: 쓰기와 읽기	1	교필	12	2		화8,9	R309-0	윤혜영	조교수	2	교양과정부	이론	30	경찰행정학과
2018	2학기	대학	교양과정부	59950308513	03085	사고와표현: 쓰기와 읽기	1	교필	13	2		수7,8	R306-0	정태섭	초빙교수	2	교양과정부	이론	40	뷰티헬스학과
2018	2학기	대학	교양과정부	59950308801	03088	기초영문법	0	교선	01	2	30	목1,2	R310-0	박현숙	조교수	2	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950308901	03089	중급영문법	0	교선	01	2	26	목3,4	R310-0	박현숙	조교수	2	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950309401	03094	교양체육(2)	0	교선	01	2	9	수2,3,4	B101-1	안명식	조교수	3	사회체육학과	실험실습	40	
2018	2학기	대학	교양과정부	59950309402	03094	교양체육(2)	0	교선	02	2	1	수6,7,8	B104-0	안명식	조교수	3	사회체육학과	실험실습	40	
2018	2학기	대학	교양과정부	59950309601	03096	영미문학산책	0	교선	01	2	8	화2,3	R312-0	이영애	조교수	2	교양과정부	이론	50	
2018	2학기	대학	교양과정부	59950309701	03097	동양사 산책	0	교선	01	3	36	수1,2,3	R305-0	강남수	조교수	3	교양과정부	이론	50	
2018	2학기	대학	교양과정부	59950309702	03097	동양사 산책	0	교선	02	3	9	수5,6,7	R305-0	강남수	조교수	3	교양과정부	이론	50	
2018	2학기	대학	교양과정부	59950309801	03098	교양수학	0	교선	01	3	11	금1,2,3	R311-0	유승기	시간강사	3	교양과정부	이론	40	
2018	2학기	대학	교양과정부	59950314901	03149	PH-대학영어(2)	1	교필	01	1		목6,7	R312-0	이영애	조교수	2	교양과정부	이론	20	
2018	2학기	대학	교양과정부	59950315101	03151	PH-대학영어(4)	2	교선	01	1		목6,7	R311-0	신소나	조교수	2	교양과정부	이론	20	
2018	2학기	대학	교양과정부	59950315401	03154	PH-글로벌 인사이트	3	전선	01	3		목5,6,7	R406-0	박준열	석좌교수	3	교양과정부	이론	20	
2018	2학기	대학	교양과정부	59950315601	03156	PH-기업회계/문서실무	2	전선	01	3	2	월1,2,3	R310-0	박철수	조교수	3	경영학과	이론	20	
2018	2학기	대학	교양과정부	59950316001	03160	GH-한국어 말하기(2)	0	교필	01	3						3		이론	15	
2018	2학기	대학	교양과정부	59950316201	03162	GH-한국어읽기&쓰기(2)	0	교필	01	3						3		이론	15	
2018	2학기	대학	교양과정부	59950317301	03173	e-한국사	0	교선	01	3	35	목1,2,3	R305-0	강남수	조교수	3	교양과정부	이론	35	
2018	2학기	대학	교양과정부	59950317401	03174	e-품질공학개론	0	교선	01	3	35	화7,8,9	R201-0	한석만	조교수	3	기계자동차공학부	이론	35	
2018	2학기	대학	교양과정부	59950317501	03175	4차 산업혁명과 대중문화	0	교선	01	3	50	수6,7,8	S229-0	이병훈	시간강사	3	교양과정부	이론	50	
2018	2학기	대학	교양과정부	59950317601	03176	e-글로벌 크리에이터, 상상력의 현실	0	교선	01	3	35	월1,2,3	R308-0	김종하	조교수	3	광고영상미디어학과	이론	35	
2018	2학기	대학	교양과정부	59950317701	03177	e-이디엄으로 배우는 색다른 영어	0	교선	01	3	35	월1,2,3	R312-0	이영애	조교수	3	교양과정부	이론	35	
2018	2학기	대학	교양과정부	59950317801	03178	e-언어와 사회	0	교선	01	3	35	목6,7,8	R309-0	윤혜영	조교수	3	교양과정부	이론	35	
2018	2학기	대학	교양과정부	59950317901	03179	e-R프로그래밍 언어를 이용한 빅데이터 분석	0	교선	01	3	35	화1,2,3	R209-0	박희완	조교수	3	정보통신소프트웨어학과	이론	35	
2018	2학기	대학	교양과정부	59950318001	03180	한국근현대사	0	교선	01	3	12	월1,2,3	R305-0	강남수	조교수	3	교양과정부	이론	50	
2018	2학기	대학	교양과정부	59950318002	03180	한국근현대사	0	교선	02	3	10	월5,6,7	R305-0	강남수	조교수	3	교양과정부	이론	50	
2018	2학기	대학	교양과정부	59950318101	03181	키워드로 보는 현대미술	0	교선	01	3	35	수6,7,8	R313-0	박장민	시간강사	3	교양과정부	이론	80	
2018	2학기	대학	교양과정부	59950318301	03183	e-상상과 창조	0	교선	01	2	35	금6,7	R307-0	이영주	F39	2	교육역량개발원	이론	35	
2018	2학기	대학	교양과정부	59950318401	03184	e-지식재산개론	0	일선	01	3	35	화10,11,12		박지혜	F38	3	교무과	이론	35	
2018	2학기	대학	교양과정부	59950319401	03194	새내기 세미나(2)	1	교필	01	1		목5	C601-0	김만술	부교수	1	경영학과	이론	11	경영학과
2018	2학기	대학	교양과정부	59950319402	03194	새내기 세미나(2)	1	교필	02	1		목5	R303-0	김상권	부교수	1	경영학과	이론	11	경영학과
2018	2학기	대학	교양과정부	59950319403	03194	새내기 세미나(2)	1	교필	03	1		목5	R102-0	박철수	조교수	1	경영학과	이론	11	경영학과
2018	2학기	대학	교양과정부	59950319404	03194	새내기 세미나(2)	1	교필	04	1		목5	C603-0	유영관	부교수	1	경영학과	이론	11	경영학과
2018	2학기	대학	교양과정부	59950319405	03194	새내기 세미나(2)	1	교필	05	1		목5	C606-0	유오종	교수	1	경영학과	이론	11	경영학과
2018	2학기	대학	교양과정부	59950319406	03194	새내기 세미나(2)	1	교필	06	1		목5	C605-0	윤재호	부교수	1	경영학과	이론	11	경영학과
2018	2학기	대학	교양과정부	59950319407	03194	새내기 세미나(2)	1	교필	07	1		목5	C403-0	조진행	부교수	1	경영학과	이론	11	경영학과
2018	2학기	대학	교양과정부	59950319408	03194	새내기 세미나(2)	1	교필	08	1		목5	C602-0	홍성욱	부교수	1	경영학과	이론	11	경영학과
2018	2학기	대학	교양과정부	59950319409	03194	새내기 세미나(2)	1	교필	09	1		목5	C608-1	황욱선	부교수	1	경영학과	이론	11	경영학과
2018	2학기	대학	교양과정부	59950319410	03194	새내기 세미나(2)	1	교필	10	1		목5	C706-1	오평석	부교수	1	관광경영학과	이론	13	관광경영학과
2018	2학기	대학	교양과정부	59950319411	03194	새내기 세미나(2)	1	교필	11	1		목5	C302-1	배준호	조교수	1	관광경영학과	이론	12	관광경영학과
2018	2학기	대학	교양과정부	59950319412	03194	새내기 세미나(2)	1	교필	12	1		목5	C302-0	류시영	조교수	1	관광경영학과	이론	13	관광경영학과
2018	2학기	대학	교양과정부	59950319413	03194	새내기 세미나(2)	1	교필	13	1		목5	C705-0	송창룡	부교수	1	관광경영학과	이론	12	관광경영학과
2018	2학기	대학	교양과정부	59950319414	03194	새내기 세미나(2)	1	교필	14	1		목5	C701-0	김은영	교수	1	무역통상학과	이론	13	무역통상학과
2018	2학기	대학	교양과정부	59950319415	03194	새내기 세미나(2)	1	교필	15	1		목5	C202-0	정하은	조교수	1	무역통상학과	이론	15	무역통상학과
2018	2학기	대학	교양과정부	59950319416	03194	새내기 세미나(2)	1	교필	16	1		목5	C702-0	서백현	교수	1	무역통상학과	이론	11	무역통상학과
2018	2학기	대학	교양과정부	59950319417	03194	새내기 세미나(2)	1	교필	17	1		목5	R405-0	유인하	조교수	1	광고영상미디어학과	이론	13	광고영상미디어학과
2018	2학기	대학	교양과정부	59950319418	03194	새내기 세미나(2)	1	교필	18	1		목5	R409-0	유선욱	조교수	1	광고영상미디어학과	이론	13	광고영상미디어학과
2018	2학기	대학	교양과정부	59950319419	03194	새내기 세미나(2)	1	교필	19	1		목5	R207-2	김종하	조교수	1	광고영상미디어학과	이론	13	광고영상미디어학과
2018	2학기	대학	교양과정부	59950319420	03194	새내기 세미나(2)	1	교필	20	1		목5	R404-0	최은섭	부교수	1	광고영상미디어학과	이론	13	광고영상미디어학과
2018	2학기	대학	교양과정부	59950319421	03194	새내기 세미나(2)	1	교필	21	1		목5	R207-3	이성욱	조교수	1	광고영상미디어학과	이론	13	광고영상미디어학과
2018	2학기	대학	교양과정부	59950319422	03194	새내기 세미나(2)	1	교필	22	1		목5	R403-0	이민아	조교수	1	광고영상미디어학과	이론	13	광고영상미디어학과
2018	2학기	대학	교양과정부	59950319423	03194	새내기 세미나(2)	1	교필	23	1		목5	R306-0	이강호	겸임교수	1	광고영상미디어학과	이론	13	광고영상미디어학과
2018	2학기	대학	교양과정부	59950319424	03194	새내기 세미나(2)	1	교필	24	1		목5	R413-0	오경석	부교수	1	사회복지학과	이론	17	사회복지학과
2018	2학기	대학	교양과정부	59950319425	03194	새내기 세미나(2)	1	교필	25	1		목5	R410-0	장영인	교수	1	사회복지학과	이론	18	사회복지학과
2018	2학기	대학	교양과정부	59950319426	03194	새내기 세미나(2)	1	교필	26	1		목5	R411-0	최경일	부교수	1	사회복지학과	이론	18	사회복지학과
2018	2학기	대학	교양과정부	59950319427	03194	새내기 세미나(2)	1	교필	27	1		목5	R503-0	김미영	조교수	1	사회복지학과	이론	18	사회복지학과
2018	2학기	대학	교양과정부	59950319428	03194	새내기 세미나(2)	1	교필	28	1		목5	R504-0	이정덕	조교수	1	경찰행정학과	이론	19	경찰행정학과
2018	2학기	대학	교양과정부	59950319429	03194	새내기 세미나(2)	1	교필	29	1		목5	R208-0	남재성	부교수	1	경찰행정학과	이론	19	경찰행정학과
2018	2학기	대학	교양과정부	59950319430	03194	새내기 세미나(2)	1	교필	30	1		목5	R408-0	장노순	교수	1	경찰행정학과	이론	19	경찰행정학과
2018	2학기	대학	교양과정부	59950319431	03194	새내기 세미나(2)	1	교필	31	1		목5	R520-0	석부길	조교수	1	뷰티헬스학과	이론	15	뷰티헬스학과
2018	2학기	대학	교양과정부	59950319432	03194	새내기 세미나(2)	1	교필	32	1		목5	R505-0	박용	부교수	1	뷰티헬스학과	이론	19	뷰티헬스학과
2018	2학기	대학	교양과정부	59950319433	03194	새내기 세미나(2)	1	교필	33	1		목5	R507-0	이승자	조교수	1	뷰티헬스학과	이론	15	뷰티헬스학과
2018	2학기	대학	교양과정부	59950319434	03194	새내기 세미나(2)	1	교필	34	1		목5	R506-0	임정미	조교수	1	뷰티헬스학과	이론	15	뷰티헬스학과
2018	2학기	대학	교양과정부	59950319435	03194	새내기 세미나(2)	1	교필	35	1		목5	C207-0	강신한	교수	1	기계자동차공학부	이론	13	기계자동차공학부
2018	2학기	대학	교양과정부	59950319436	03194	새내기 세미나(2)	1	교필	36	1		목5	N231-0	금성민	교수	1	기계자동차공학부	이론	14	기계자동차공학부
2018	2학기	대학	교양과정부	59950319437	03194	새내기 세미나(2)	1	교필	37	1		목5	N127-0	김경표	조교수	1	기계자동차공학부	이론	14	기계자동차공학부
2018	2학기	대학	교양과정부	59950319438	03194	새내기 세미나(2)	1	교필	38	1		목5	N118-0	박준상	교수	1	기계자동차공학부	이론	13	기계자동차공학부
2018	2학기	대학	교양과정부	59950319439	03194	새내기 세미나(2)	1	교필	39	1		목5	N218-0	손진국	교수	1	기계자동차공학부	이론	14	기계자동차공학부
2018	2학기	대학	교양과정부	59950319440	03194	새내기 세미나(2)	1	교필	40	1		목5	N117-0	심이레	조교수	1	기계자동차공학부	이론	14	기계자동차공학부
2018	2학기	대학	교양과정부	59950319441	03194	새내기 세미나(2)	1	교필	41	1		목5	N217-0	유성출	교수	1	기계자동차공학부	이론	14	기계자동차공학부
2018	2학기	대학	교양과정부	59950319442	03194	새내기 세미나(2)	1	교필	42	1		목5	N125-0	이항수	교수	1	기계자동차공학부	이론	14	기계자동차공학부
2018	2학기	대학	교양과정부	59950319443	03194	새내기 세미나(2)	1	교필	43	1		목5	N132-1	장성국	교수	1	기계자동차공학부	이론	14	기계자동차공학부
2018	2학기	대학	교양과정부	59950319444	03194	새내기 세미나(2)	1	교필	44	1		목5	N229-0	홍성철	교수	1	기계자동차공학부	이론	12	기계자동차공학부
2018	2학기	대학	교양과정부	59950319445	03194	새내기 세미나(2)	1	교필	45	1		목5	S214-3	김철환	조교수	1	건축학과	이론	14	건축학과
2018	2학기	대학	교양과정부	59950319446	03194	새내기 세미나(2)	1	교필	46	1		목5	S214-2	최재석	교수	1	건축학과	이론	14	건축학과
2018	2학기	대학	교양과정부	59950319447	03194	새내기 세미나(2)	1	교필	47	1		목5	S214-1	서성연	부교수	1	건축학과	이론	14	건축학과
2018	2학기	대학	교양과정부	59950319448	03194	새내기 세미나(2)	1	교필	48	1		목5	S213-3	엄상권	교수	1	건축학과	이론	14	건축학과
2018	2학기	대학	교양과정부	59950319449	03194	새내기 세미나(2)	1	교필	49	1		목5	S213-2	권영철	교수	1	건축학과	이론	14	건축학과
2018	2학기	대학	교양과정부	59950319450	03194	새내기 세미나(2)	1	교필	50	1		목5	S212-3	서덕석	부교수	1	건축학과	이론	14	건축학과
2018	2학기	대학	교양과정부	59950319451	03194	새내기 세미나(2)	1	교필	51	1		목5	S118-0	원치문	교수	1	토목공학과	이론	15	토목공학과
2018	2학기	대학	교양과정부	59950319452	03194	새내기 세미나(2)	1	교필	52	1		목5	R205-0	유건선	교수	1	토목공학과	이론	15	토목공학과
2018	2학기	대학	교양과정부	59950319453	03194	새내기 세미나(2)	1	교필	53	1		목5	C301-0	이성대	교수	1	토목공학과	이론	15	토목공학과
2018	2학기	대학	교양과정부	59950319454	03194	새내기 세미나(2)	1	교필	54	1		목5	S117-0	정태주	교수	1	토목공학과	이론	15	토목공학과
2018	2학기	대학	교양과정부	59950319455	03194	새내기 세미나(2)	1	교필	55	1		목5	S127-0	신성환	부교수	1	산업경영공학과	이론	17	신소재화학공학과
2018	2학기	대학	교양과정부	59950319456	03194	새내기 세미나(2)	1	교필	56	1		목5	S115-0	한정화	교수	1	신소재화학공학과	이론	17	신소재화학공학과
2018	2학기	대학	교양과정부	59950319457	03194	새내기 세미나(2)	1	교필	57	1		목5	S116-0	심재호	부교수	1	신소재화학공학과	이론	17	신소재화학공학과
2018	2학기	대학	교양과정부	59950319458	03194	새내기 세미나(2)	1	교필	58	1		목5	C201-0	함주혁	부교수	1	메카트로닉스공학과	이론	12	메카트로닉스공학과
2018	2학기	대학	교양과정부	59950319459	03194	새내기 세미나(2)	1	교필	59	1		목5	N115-0	신영섭	부교수	1	메카트로닉스공학과	이론	12	메카트로닉스공학과
2018	2학기	대학	교양과정부	59950319460	03194	새내기 세미나(2)	1	교필	60	1		목5	N312-1	김동철	조교수	1	전기전자공학과	이론	10	전기전자공학과
2018	2학기	대학	교양과정부	59950319461	03194	새내기 세미나(2)	1	교필	61	1		목5	N311-0	최광제	교수	1	전기전자공학과	이론	12	전기전자공학과
2018	2학기	대학	교양과정부	59950319462	03194	새내기 세미나(2)	1	교필	62	1		목5	N326-0	김유남	부교수	1	전기전자공학과	이론	13	전기전자공학과
2018	2학기	대학	교양과정부	59950319463	03194	새내기 세미나(2)	1	교필	63	1		목5	N323-0	한경희	조교수	1	전기전자공학과	이론	12	전기전자공학과
2018	2학기	대학	교양과정부	59950319464	03194	새내기 세미나(2)	1	교필	64	1		목5	N312-2	이창훈	부교수	1	전기전자공학과	이론	13	전기전자공학과
